#collected from http://www.nrc.gov/reading-rm/doc-collections/event-status/reactor-status/PowerReactorStatusForLast365Days.txt on 8/30/2014
ReportDt|Unit|Power
05/28/2014|North Anna 2|100
05/28/2014|Oconee 1|100
05/28/2014|Oconee 2|100
05/28/2014|Oconee 3|100
05/28/2014|Oyster Creek|100
05/28/2014|Palisades|100
05/28/2014|Palo Verde 1|100
05/28/2014|Palo Verde 2|100
05/28/2014|Palo Verde 3|100
05/28/2014|Peach Bottom 2|100
05/28/2014|Peach Bottom 3|100
05/28/2014|Perry 1|100
05/28/2014|Pilgrim 1|100
05/28/2014|Point Beach 1|100
05/28/2014|Point Beach 2|100
05/28/2014|Prairie Island 1|100
05/28/2014|Prairie Island 2|100
05/28/2014|Quad Cities 1|100
05/28/2014|Quad Cities 2|100
05/28/2014|River Bend 1|100
05/28/2014|Robinson 2|100
05/28/2014|Saint Lucie 1|100
05/28/2014|Saint Lucie 2|100
05/28/2014|Salem 1|100
05/28/2014|Salem 2|0
05/28/2014|Seabrook 1|100
05/28/2014|Sequoyah 1|100
05/28/2014|Sequoyah 2|0
05/28/2014|South Texas 1|14
05/28/2014|South Texas 2|100
05/28/2014|Summer|0
05/28/2014|Surry 1|100
05/28/2014|Surry 2|100
05/28/2014|Susquehanna 1|0
05/28/2014|Susquehanna 2|100
05/28/2014|Three Mile Island 1|100
05/28/2014|Turkey Point 3|100
05/28/2014|Turkey Point 4|0
05/28/2014|Vermont Yankee|100
05/28/2014|Vogtle 1|100
05/28/2014|Vogtle 2|100
05/28/2014|Waterford 3|100
05/28/2014|Watts Bar 1|100
05/28/2014|Wolf Creek 1|100
05/27/2014|Arkansas Nuclear 1|72
05/27/2014|Arkansas Nuclear 2|0
05/27/2014|Beaver Valley 1|100
05/27/2014|Beaver Valley 2|100
05/27/2014|Braidwood 1|100
05/27/2014|Braidwood 2|98
05/27/2014|Browns Ferry 1|100
05/27/2014|Browns Ferry 2|100
05/27/2014|Browns Ferry 3|100
05/27/2014|Brunswick 1|100
05/27/2014|Brunswick 2|100
05/27/2014|Byron 1|100
05/27/2014|Byron 2|100
05/27/2014|Callaway|100
05/27/2014|Calvert Cliffs 1|100
05/27/2014|Calvert Cliffs 2|100
05/27/2014|Catawba 1|0
05/27/2014|Catawba 2|100
05/27/2014|Clinton|97
05/27/2014|Columbia Generating Station|65
05/27/2014|Comanche Peak 1|100
05/27/2014|Comanche Peak 2|100
05/27/2014|Cooper|100
05/27/2014|D.C. Cook 1|100
05/27/2014|D.C. Cook 2|100
05/27/2014|Davis-Besse|100
05/27/2014|Diablo Canyon 1|100
05/27/2014|Diablo Canyon 2|100
05/27/2014|Dresden 2|100
05/27/2014|Dresden 3|100
05/27/2014|Duane Arnold|100
05/27/2014|Farley 1|100
05/27/2014|Farley 2|100
05/27/2014|Fermi 2|100
05/27/2014|FitzPatrick|95
05/27/2014|Fort Calhoun|100
05/27/2014|Ginna|48
05/27/2014|Grand Gulf 1|100
05/27/2014|Harris 1|100
05/27/2014|Hatch 1|100
05/27/2014|Hatch 2|100
05/27/2014|Hope Creek 1|100
05/27/2014|Indian Point 2|100
05/27/2014|Indian Point 3|100
05/27/2014|La Salle 1|100
05/27/2014|La Salle 2|100
05/27/2014|Limerick 1|100
05/27/2014|Limerick 2|100
05/27/2014|McGuire 1|100
05/27/2014|McGuire 2|100
05/27/2014|Millstone 2|0
05/27/2014|Millstone 3|0
05/27/2014|Monticello|89
05/27/2014|Nine Mile Point 1|100
05/27/2014|Nine Mile Point 2|100
05/27/2014|North Anna 1|100
05/27/2014|North Anna 2|100
05/27/2014|Oconee 1|100
05/27/2014|Oconee 2|100
05/27/2014|Oconee 3|100
05/27/2014|Oyster Creek|100
05/27/2014|Palisades|100
05/27/2014|Palo Verde 1|100
05/27/2014|Palo Verde 2|100
05/27/2014|Palo Verde 3|100
05/27/2014|Peach Bottom 2|100
05/27/2014|Peach Bottom 3|100
05/27/2014|Perry 1|100
05/27/2014|Pilgrim 1|100
05/27/2014|Point Beach 1|100
05/27/2014|Point Beach 2|100
05/27/2014|Prairie Island 1|100
05/27/2014|Prairie Island 2|100
05/27/2014|Quad Cities 1|100
05/27/2014|Quad Cities 2|100
05/27/2014|River Bend 1|100
05/27/2014|Robinson 2|100
05/27/2014|Saint Lucie 1|100
05/27/2014|Saint Lucie 2|100
05/27/2014|Salem 1|100
05/27/2014|Salem 2|0
05/27/2014|Seabrook 1|100
05/27/2014|Sequoyah 1|100
05/27/2014|Sequoyah 2|0
05/27/2014|South Texas 1|13
05/27/2014|South Texas 2|100
05/27/2014|Summer|0
05/27/2014|Surry 1|100
05/27/2014|Surry 2|100
05/27/2014|Susquehanna 1|0
05/27/2014|Susquehanna 2|100
05/27/2014|Three Mile Island 1|100
05/27/2014|Turkey Point 3|100
05/27/2014|Turkey Point 4|0
05/27/2014|Vermont Yankee|100
05/27/2014|Vogtle 1|100
05/27/2014|Vogtle 2|100
05/27/2014|Waterford 3|100
05/27/2014|Watts Bar 1|100
05/27/2014|Wolf Creek 1|100
05/26/2014|Arkansas Nuclear 1|72
05/26/2014|Arkansas Nuclear 2|0
05/26/2014|Beaver Valley 1|100
05/26/2014|Beaver Valley 2|100
05/26/2014|Braidwood 1|100
05/26/2014|Braidwood 2|79
05/26/2014|Browns Ferry 1|100
05/26/2014|Browns Ferry 2|100
05/26/2014|Browns Ferry 3|100
05/26/2014|Brunswick 1|100
05/26/2014|Brunswick 2|100
05/26/2014|Byron 1|100
05/26/2014|Byron 2|100
05/26/2014|Callaway|100
05/26/2014|Calvert Cliffs 1|100
05/26/2014|Calvert Cliffs 2|100
05/26/2014|Catawba 1|0
05/26/2014|Catawba 2|100
05/26/2014|Clinton|97
05/26/2014|Columbia Generating Station|65
05/26/2014|Comanche Peak 1|100
05/26/2014|Comanche Peak 2|100
05/26/2014|Cooper|100
05/26/2014|D.C. Cook 1|100
05/26/2014|D.C. Cook 2|100
05/26/2014|Davis-Besse|100
05/26/2014|Diablo Canyon 1|100
05/26/2014|Diablo Canyon 2|100
05/26/2014|Dresden 2|100
05/26/2014|Dresden 3|100
05/26/2014|Duane Arnold|93
05/26/2014|Farley 1|100
05/26/2014|Farley 2|100
05/26/2014|Fermi 2|100
05/26/2014|FitzPatrick|100
05/26/2014|Fort Calhoun|100
05/26/2014|Ginna|48
05/26/2014|Grand Gulf 1|100
05/26/2014|Harris 1|100
05/26/2014|Hatch 1|100
05/26/2014|Hatch 2|100
05/26/2014|Hope Creek 1|100
05/26/2014|Indian Point 2|100
05/26/2014|Indian Point 3|100
05/26/2014|La Salle 1|100
05/26/2014|La Salle 2|100
05/26/2014|Limerick 1|100
05/26/2014|Limerick 2|100
05/26/2014|McGuire 1|100
05/26/2014|McGuire 2|100
05/26/2014|Millstone 2|0
05/26/2014|Millstone 3|0
05/26/2014|Monticello|88
05/26/2014|Nine Mile Point 1|100
05/26/2014|Nine Mile Point 2|100
05/26/2014|North Anna 1|100
05/26/2014|North Anna 2|100
05/26/2014|Oconee 1|100
05/26/2014|Oconee 2|100
05/26/2014|Oconee 3|100
05/26/2014|Oyster Creek|100
05/26/2014|Palisades|100
05/26/2014|Palo Verde 1|100
05/26/2014|Palo Verde 2|100
05/26/2014|Palo Verde 3|100
05/26/2014|Peach Bottom 2|100
05/26/2014|Peach Bottom 3|100
05/26/2014|Perry 1|95
05/26/2014|Pilgrim 1|100
05/26/2014|Point Beach 1|100
05/26/2014|Point Beach 2|100
05/26/2014|Prairie Island 1|100
05/26/2014|Prairie Island 2|100
05/26/2014|Quad Cities 1|100
05/26/2014|Quad Cities 2|100
05/26/2014|River Bend 1|100
05/26/2014|Robinson 2|100
05/26/2014|Saint Lucie 1|100
05/26/2014|Saint Lucie 2|100
05/26/2014|Salem 1|100
05/26/2014|Salem 2|0
05/26/2014|Seabrook 1|100
05/26/2014|Sequoyah 1|100
05/26/2014|Sequoyah 2|0
05/26/2014|South Texas 1|12
05/26/2014|South Texas 2|100
05/26/2014|Summer|0
05/26/2014|Surry 1|100
05/26/2014|Surry 2|100
05/26/2014|Susquehanna 1|0
05/26/2014|Susquehanna 2|100
05/26/2014|Three Mile Island 1|100
05/26/2014|Turkey Point 3|100
05/26/2014|Turkey Point 4|0
05/26/2014|Vermont Yankee|100
05/26/2014|Vogtle 1|100
05/26/2014|Vogtle 2|100
05/26/2014|Waterford 3|98
05/26/2014|Watts Bar 1|100
05/26/2014|Wolf Creek 1|100
05/25/2014|Arkansas Nuclear 1|72
05/25/2014|Arkansas Nuclear 2|0
05/25/2014|Beaver Valley 1|100
05/25/2014|Beaver Valley 2|74
05/25/2014|Braidwood 1|100
05/25/2014|Braidwood 2|52
05/25/2014|Browns Ferry 1|100
05/25/2014|Browns Ferry 2|100
05/25/2014|Browns Ferry 3|100
05/25/2014|Brunswick 1|100
05/25/2014|Brunswick 2|100
05/25/2014|Byron 1|100
05/25/2014|Byron 2|100
05/25/2014|Callaway|100
05/25/2014|Calvert Cliffs 1|100
05/25/2014|Calvert Cliffs 2|100
05/25/2014|Catawba 1|0
05/25/2014|Catawba 2|100
05/25/2014|Clinton|97
05/25/2014|Columbia Generating Station|65
05/25/2014|Comanche Peak 1|100
05/25/2014|Comanche Peak 2|100
05/25/2014|Cooper|100
05/25/2014|D.C. Cook 1|100
05/25/2014|D.C. Cook 2|100
05/25/2014|Davis-Besse|100
05/25/2014|Diablo Canyon 1|100
05/25/2014|Diablo Canyon 2|100
05/25/2014|Dresden 2|76
05/25/2014|Dresden 3|100
05/25/2014|Duane Arnold|98
05/25/2014|Farley 1|100
05/25/2014|Farley 2|100
05/25/2014|Fermi 2|100
05/25/2014|FitzPatrick|100
05/25/2014|Fort Calhoun|100
05/25/2014|Ginna|0
05/25/2014|Grand Gulf 1|100
05/25/2014|Harris 1|100
05/25/2014|Hatch 1|100
05/25/2014|Hatch 2|100
05/25/2014|Hope Creek 1|100
05/25/2014|Indian Point 2|100
05/25/2014|Indian Point 3|100
05/25/2014|La Salle 1|100
05/25/2014|La Salle 2|80
05/25/2014|Limerick 1|100
05/25/2014|Limerick 2|64
05/25/2014|McGuire 1|100
05/25/2014|McGuire 2|100
05/25/2014|Millstone 2|100
05/25/2014|Millstone 3|100
05/25/2014|Monticello|88
05/25/2014|Nine Mile Point 1|100
05/25/2014|Nine Mile Point 2|100
05/25/2014|North Anna 1|100
05/25/2014|North Anna 2|100
05/25/2014|Oconee 1|100
05/25/2014|Oconee 2|100
05/25/2014|Oconee 3|100
05/25/2014|Oyster Creek|100
05/25/2014|Palisades|100
05/25/2014|Palo Verde 1|100
05/25/2014|Palo Verde 2|100
05/25/2014|Palo Verde 3|100
05/25/2014|Peach Bottom 2|100
05/25/2014|Peach Bottom 3|100
05/25/2014|Perry 1|95
05/25/2014|Pilgrim 1|100
05/25/2014|Point Beach 1|100
05/25/2014|Point Beach 2|100
05/25/2014|Prairie Island 1|100
05/25/2014|Prairie Island 2|100
05/25/2014|Quad Cities 1|100
05/25/2014|Quad Cities 2|100
05/25/2014|River Bend 1|100
05/25/2014|Robinson 2|100
05/25/2014|Saint Lucie 1|100
05/25/2014|Saint Lucie 2|100
05/25/2014|Salem 1|100
05/25/2014|Salem 2|0
05/25/2014|Seabrook 1|100
05/25/2014|Sequoyah 1|100
05/25/2014|Sequoyah 2|0
05/25/2014|South Texas 1|0
05/25/2014|South Texas 2|100
05/25/2014|Summer|0
05/25/2014|Surry 1|100
05/25/2014|Surry 2|100
05/25/2014|Susquehanna 1|0
05/25/2014|Susquehanna 2|100
05/25/2014|Three Mile Island 1|100
05/25/2014|Turkey Point 3|100
05/25/2014|Turkey Point 4|28
05/25/2014|Vermont Yankee|100
05/25/2014|Vogtle 1|100
05/25/2014|Vogtle 2|100
05/25/2014|Waterford 3|68
05/25/2014|Watts Bar 1|100
05/25/2014|Wolf Creek 1|100
05/24/2014|Arkansas Nuclear 1|72
05/24/2014|Arkansas Nuclear 2|0
05/24/2014|Beaver Valley 1|100
05/24/2014|Beaver Valley 2|45
05/24/2014|Braidwood 1|100
05/24/2014|Braidwood 2|80
05/24/2014|Browns Ferry 1|100
05/24/2014|Browns Ferry 2|100
05/24/2014|Browns Ferry 3|100
05/24/2014|Brunswick 1|100
05/24/2014|Brunswick 2|100
05/24/2014|Byron 1|100
05/24/2014|Byron 2|100
05/24/2014|Callaway|95
05/24/2014|Calvert Cliffs 1|100
05/24/2014|Calvert Cliffs 2|100
05/24/2014|Catawba 1|0
05/24/2014|Catawba 2|100
05/24/2014|Clinton|98
05/24/2014|Columbia Generating Station|65
05/24/2014|Comanche Peak 1|100
05/24/2014|Comanche Peak 2|100
05/24/2014|Cooper|100
05/24/2014|D.C. Cook 1|100
05/24/2014|D.C. Cook 2|100
05/24/2014|Davis-Besse|100
05/24/2014|Diablo Canyon 1|100
05/24/2014|Diablo Canyon 2|100
05/24/2014|Dresden 2|100
05/24/2014|Dresden 3|100
05/24/2014|Duane Arnold|98
05/24/2014|Farley 1|100
05/24/2014|Farley 2|100
05/24/2014|Fermi 2|100
05/24/2014|FitzPatrick|100
05/24/2014|Fort Calhoun|100
05/24/2014|Ginna|78
05/24/2014|Grand Gulf 1|100
05/24/2014|Harris 1|100
05/24/2014|Hatch 1|100
05/24/2014|Hatch 2|100
05/24/2014|Hope Creek 1|100
05/24/2014|Indian Point 2|100
05/24/2014|Indian Point 3|100
05/24/2014|La Salle 1|100
05/24/2014|La Salle 2|100
05/24/2014|Limerick 1|100
05/24/2014|Limerick 2|63
05/24/2014|McGuire 1|100
05/24/2014|McGuire 2|100
05/24/2014|Millstone 2|100
05/24/2014|Millstone 3|100
05/24/2014|Monticello|88
05/24/2014|Nine Mile Point 1|100
05/24/2014|Nine Mile Point 2|98
05/24/2014|North Anna 1|100
05/24/2014|North Anna 2|100
05/24/2014|Oconee 1|100
05/24/2014|Oconee 2|100
05/24/2014|Oconee 3|100
05/24/2014|Oyster Creek|100
05/24/2014|Palisades|100
05/24/2014|Palo Verde 1|100
05/24/2014|Palo Verde 2|100
05/24/2014|Palo Verde 3|100
05/24/2014|Peach Bottom 2|100
05/24/2014|Peach Bottom 3|100
05/24/2014|Perry 1|85
05/24/2014|Pilgrim 1|100
05/24/2014|Point Beach 1|100
05/24/2014|Point Beach 2|100
05/24/2014|Prairie Island 1|100
05/24/2014|Prairie Island 2|29
05/24/2014|Quad Cities 1|100
05/24/2014|Quad Cities 2|100
05/24/2014|River Bend 1|100
05/24/2014|Robinson 2|100
05/24/2014|Saint Lucie 1|100
05/24/2014|Saint Lucie 2|100
05/24/2014|Salem 1|100
05/24/2014|Salem 2|0
05/24/2014|Seabrook 1|100
05/24/2014|Sequoyah 1|100
05/24/2014|Sequoyah 2|0
05/24/2014|South Texas 1|0
05/24/2014|South Texas 2|100
05/24/2014|Summer|0
05/24/2014|Surry 1|100
05/24/2014|Surry 2|100
05/24/2014|Susquehanna 1|0
05/24/2014|Susquehanna 2|100
05/24/2014|Three Mile Island 1|50
05/24/2014|Turkey Point 3|100
05/24/2014|Turkey Point 4|100
05/24/2014|Vermont Yankee|100
05/24/2014|Vogtle 1|100
05/24/2014|Vogtle 2|100
05/24/2014|Waterford 3|49
05/24/2014|Watts Bar 1|100
05/24/2014|Wolf Creek 1|100
05/23/2014|Arkansas Nuclear 1|72
05/23/2014|Arkansas Nuclear 2|0
05/23/2014|Beaver Valley 1|100
05/23/2014|Beaver Valley 2|0
05/23/2014|Braidwood 1|100
05/23/2014|Braidwood 2|48
05/23/2014|Browns Ferry 1|100
05/23/2014|Browns Ferry 2|100
05/23/2014|Browns Ferry 3|100
05/23/2014|Brunswick 1|100
05/23/2014|Brunswick 2|100
05/23/2014|Byron 1|100
05/23/2014|Byron 2|100
05/23/2014|Callaway|100
05/23/2014|Calvert Cliffs 1|100
05/23/2014|Calvert Cliffs 2|100
05/23/2014|Catawba 1|0
05/23/2014|Catawba 2|100
05/23/2014|Clinton|100
05/23/2014|Columbia Generating Station|65
05/23/2014|Comanche Peak 1|100
05/23/2014|Comanche Peak 2|100
05/23/2014|Cooper|100
05/23/2014|D.C. Cook 1|100
05/23/2014|D.C. Cook 2|100
05/23/2014|Davis-Besse|100
05/23/2014|Diablo Canyon 1|100
05/23/2014|Diablo Canyon 2|100
05/23/2014|Dresden 2|100
05/23/2014|Dresden 3|100
05/23/2014|Duane Arnold|75
05/23/2014|Farley 1|100
05/23/2014|Farley 2|100
05/23/2014|Fermi 2|100
05/23/2014|FitzPatrick|100
05/23/2014|Fort Calhoun|100
05/23/2014|Ginna|50
05/23/2014|Grand Gulf 1|100
05/23/2014|Harris 1|87
05/23/2014|Hatch 1|100
05/23/2014|Hatch 2|100
05/23/2014|Hope Creek 1|100
05/23/2014|Indian Point 2|100
05/23/2014|Indian Point 3|100
05/23/2014|La Salle 1|100
05/23/2014|La Salle 2|100
05/23/2014|Limerick 1|100
05/23/2014|Limerick 2|100
05/23/2014|McGuire 1|100
05/23/2014|McGuire 2|100
05/23/2014|Millstone 2|100
05/23/2014|Millstone 3|98
05/23/2014|Monticello|89
05/23/2014|Nine Mile Point 1|100
05/23/2014|Nine Mile Point 2|65
05/23/2014|North Anna 1|100
05/23/2014|North Anna 2|100
05/23/2014|Oconee 1|100
05/23/2014|Oconee 2|100
05/23/2014|Oconee 3|100
05/23/2014|Oyster Creek|100
05/23/2014|Palisades|100
05/23/2014|Palo Verde 1|100
05/23/2014|Palo Verde 2|100
05/23/2014|Palo Verde 3|100
05/23/2014|Peach Bottom 2|100
05/23/2014|Peach Bottom 3|100
05/23/2014|Perry 1|93
05/23/2014|Pilgrim 1|100
05/23/2014|Point Beach 1|100
05/23/2014|Point Beach 2|100
05/23/2014|Prairie Island 1|100
05/23/2014|Prairie Island 2|0
05/23/2014|Quad Cities 1|100
05/23/2014|Quad Cities 2|100
05/23/2014|River Bend 1|100
05/23/2014|Robinson 2|100
05/23/2014|Saint Lucie 1|100
05/23/2014|Saint Lucie 2|100
05/23/2014|Salem 1|100
05/23/2014|Salem 2|0
05/23/2014|Seabrook 1|100
05/23/2014|Sequoyah 1|100
05/23/2014|Sequoyah 2|0
05/23/2014|South Texas 1|0
05/23/2014|South Texas 2|100
05/23/2014|Summer|0
05/23/2014|Surry 1|100
05/23/2014|Surry 2|79
05/23/2014|Susquehanna 1|0
05/23/2014|Susquehanna 2|100
05/23/2014|Three Mile Island 1|100
05/23/2014|Turkey Point 3|100
05/23/2014|Turkey Point 4|100
05/23/2014|Vermont Yankee|100
05/23/2014|Vogtle 1|100
05/23/2014|Vogtle 2|100
05/23/2014|Waterford 3|49
05/23/2014|Watts Bar 1|100
05/23/2014|Wolf Creek 1|100
05/22/2014|Arkansas Nuclear 1|72
05/22/2014|Arkansas Nuclear 2|0
05/22/2014|Beaver Valley 1|100
05/22/2014|Beaver Valley 2|0
05/22/2014|Braidwood 1|100
05/22/2014|Braidwood 2|0
05/22/2014|Browns Ferry 1|100
05/22/2014|Browns Ferry 2|100
05/22/2014|Browns Ferry 3|100
05/22/2014|Brunswick 1|100
05/22/2014|Brunswick 2|100
05/22/2014|Byron 1|100
05/22/2014|Byron 2|100
05/22/2014|Callaway|100
05/22/2014|Calvert Cliffs 1|100
05/22/2014|Calvert Cliffs 2|100
05/22/2014|Catawba 1|0
05/22/2014|Catawba 2|100
05/22/2014|Clinton|100
05/22/2014|Columbia Generating Station|100
05/22/2014|Comanche Peak 1|100
05/22/2014|Comanche Peak 2|100
05/22/2014|Cooper|100
05/22/2014|D.C. Cook 1|100
05/22/2014|D.C. Cook 2|100
05/22/2014|Davis-Besse|100
05/22/2014|Diablo Canyon 1|100
05/22/2014|Diablo Canyon 2|100
05/22/2014|Dresden 2|100
05/22/2014|Dresden 3|100
05/22/2014|Duane Arnold|97
05/22/2014|Farley 1|100
05/22/2014|Farley 2|100
05/22/2014|Fermi 2|100
05/22/2014|FitzPatrick|100
05/22/2014|Fort Calhoun|100
05/22/2014|Ginna|50
05/22/2014|Grand Gulf 1|100
05/22/2014|Harris 1|15
05/22/2014|Hatch 1|100
05/22/2014|Hatch 2|100
05/22/2014|Hope Creek 1|100
05/22/2014|Indian Point 2|100
05/22/2014|Indian Point 3|100
05/22/2014|La Salle 1|100
05/22/2014|La Salle 2|100
05/22/2014|Limerick 1|100
05/22/2014|Limerick 2|100
05/22/2014|McGuire 1|100
05/22/2014|McGuire 2|100
05/22/2014|Millstone 2|100
05/22/2014|Millstone 3|98
05/22/2014|Monticello|88
05/22/2014|Nine Mile Point 1|100
05/22/2014|Nine Mile Point 2|65
05/22/2014|North Anna 1|100
05/22/2014|North Anna 2|100
05/22/2014|Oconee 1|100
05/22/2014|Oconee 2|100
05/22/2014|Oconee 3|100
05/22/2014|Oyster Creek|100
05/22/2014|Palisades|100
05/22/2014|Palo Verde 1|100
05/22/2014|Palo Verde 2|100
05/22/2014|Palo Verde 3|100
05/22/2014|Peach Bottom 2|100
05/22/2014|Peach Bottom 3|100
05/22/2014|Perry 1|84
05/22/2014|Pilgrim 1|100
05/22/2014|Point Beach 1|100
05/22/2014|Point Beach 2|100
05/22/2014|Prairie Island 1|100
05/22/2014|Prairie Island 2|0
05/22/2014|Quad Cities 1|100
05/22/2014|Quad Cities 2|100
05/22/2014|River Bend 1|100
05/22/2014|Robinson 2|100
05/22/2014|Saint Lucie 1|100
05/22/2014|Saint Lucie 2|100
05/22/2014|Salem 1|100
05/22/2014|Salem 2|0
05/22/2014|Seabrook 1|100
05/22/2014|Sequoyah 1|100
05/22/2014|Sequoyah 2|0
05/22/2014|South Texas 1|0
05/22/2014|South Texas 2|100
05/22/2014|Summer|0
05/22/2014|Surry 1|100
05/22/2014|Surry 2|50
05/22/2014|Susquehanna 1|0
05/22/2014|Susquehanna 2|100
05/22/2014|Three Mile Island 1|100
05/22/2014|Turkey Point 3|100
05/22/2014|Turkey Point 4|100
05/22/2014|Vermont Yankee|100
05/22/2014|Vogtle 1|100
05/22/2014|Vogtle 2|100
05/22/2014|Waterford 3|49
05/22/2014|Watts Bar 1|100
05/22/2014|Wolf Creek 1|100
05/21/2014|Arkansas Nuclear 1|72
05/21/2014|Arkansas Nuclear 2|0
05/21/2014|Beaver Valley 1|100
05/21/2014|Beaver Valley 2|0
05/21/2014|Braidwood 1|100
05/21/2014|Braidwood 2|0
05/21/2014|Browns Ferry 1|100
05/21/2014|Browns Ferry 2|100
05/21/2014|Browns Ferry 3|100
05/21/2014|Brunswick 1|100
05/21/2014|Brunswick 2|100
05/21/2014|Byron 1|100
05/21/2014|Byron 2|100
05/21/2014|Callaway|100
05/21/2014|Calvert Cliffs 1|100
05/21/2014|Calvert Cliffs 2|100
05/21/2014|Catawba 1|0
05/21/2014|Catawba 2|100
05/21/2014|Clinton|100
05/21/2014|Columbia Generating Station|100
05/21/2014|Comanche Peak 1|100
05/21/2014|Comanche Peak 2|100
05/21/2014|Cooper|100
05/21/2014|D.C. Cook 1|100
05/21/2014|D.C. Cook 2|100
05/21/2014|Davis-Besse|100
05/21/2014|Diablo Canyon 1|100
05/21/2014|Diablo Canyon 2|100
05/21/2014|Dresden 2|100
05/21/2014|Dresden 3|100
05/21/2014|Duane Arnold|66
05/21/2014|Farley 1|100
05/21/2014|Farley 2|100
05/21/2014|Fermi 2|100
05/21/2014|FitzPatrick|100
05/21/2014|Fort Calhoun|100
05/21/2014|Ginna|2
05/21/2014|Grand Gulf 1|100
05/21/2014|Harris 1|0
05/21/2014|Hatch 1|100
05/21/2014|Hatch 2|100
05/21/2014|Hope Creek 1|100
05/21/2014|Indian Point 2|100
05/21/2014|Indian Point 3|100
05/21/2014|La Salle 1|100
05/21/2014|La Salle 2|100
05/21/2014|Limerick 1|100
05/21/2014|Limerick 2|100
05/21/2014|McGuire 1|100
05/21/2014|McGuire 2|100
05/21/2014|Millstone 2|100
05/21/2014|Millstone 3|98
05/21/2014|Monticello|88
05/21/2014|Nine Mile Point 1|100
05/21/2014|Nine Mile Point 2|65
05/21/2014|North Anna 1|100
05/21/2014|North Anna 2|100
05/21/2014|Oconee 1|100
05/21/2014|Oconee 2|100
05/21/2014|Oconee 3|100
05/21/2014|Oyster Creek|100
05/21/2014|Palisades|100
05/21/2014|Palo Verde 1|100
05/21/2014|Palo Verde 2|100
05/21/2014|Palo Verde 3|100
05/21/2014|Peach Bottom 2|100
05/21/2014|Peach Bottom 3|100
05/21/2014|Perry 1|96
05/21/2014|Pilgrim 1|100
05/21/2014|Point Beach 1|100
05/21/2014|Point Beach 2|100
05/21/2014|Prairie Island 1|100
05/21/2014|Prairie Island 2|0
05/21/2014|Quad Cities 1|100
05/21/2014|Quad Cities 2|100
05/21/2014|River Bend 1|100
05/21/2014|Robinson 2|100
05/21/2014|Saint Lucie 1|100
05/21/2014|Saint Lucie 2|100
05/21/2014|Salem 1|100
05/21/2014|Salem 2|0
05/21/2014|Seabrook 1|100
05/21/2014|Sequoyah 1|100
05/21/2014|Sequoyah 2|0
05/21/2014|South Texas 1|0
05/21/2014|South Texas 2|100
05/21/2014|Summer|0
05/21/2014|Surry 1|100
05/21/2014|Surry 2|1
05/21/2014|Susquehanna 1|0
05/21/2014|Susquehanna 2|100
05/21/2014|Three Mile Island 1|100
05/21/2014|Turkey Point 3|100
05/21/2014|Turkey Point 4|100
05/21/2014|Vermont Yankee|100
05/21/2014|Vogtle 1|100
05/21/2014|Vogtle 2|100
05/21/2014|Waterford 3|50
05/21/2014|Watts Bar 1|100
05/21/2014|Wolf Creek 1|100
05/20/2014|Arkansas Nuclear 1|72
05/20/2014|Arkansas Nuclear 2|0
05/20/2014|Beaver Valley 1|100
05/20/2014|Beaver Valley 2|18
05/20/2014|Braidwood 1|100
05/20/2014|Braidwood 2|0
05/20/2014|Browns Ferry 1|100
05/20/2014|Browns Ferry 2|100
05/20/2014|Browns Ferry 3|100
05/20/2014|Brunswick 1|100
05/20/2014|Brunswick 2|100
05/20/2014|Byron 1|100
05/20/2014|Byron 2|100
05/20/2014|Callaway|100
05/20/2014|Calvert Cliffs 1|100
05/20/2014|Calvert Cliffs 2|100
05/20/2014|Catawba 1|0
05/20/2014|Catawba 2|100
05/20/2014|Clinton|86
05/20/2014|Columbia Generating Station|100
05/20/2014|Comanche Peak 1|100
05/20/2014|Comanche Peak 2|100
05/20/2014|Cooper|100
05/20/2014|D.C. Cook 1|100
05/20/2014|D.C. Cook 2|100
05/20/2014|Davis-Besse|100
05/20/2014|Diablo Canyon 1|100
05/20/2014|Diablo Canyon 2|100
05/20/2014|Dresden 2|100
05/20/2014|Dresden 3|100
05/20/2014|Duane Arnold|99
05/20/2014|Farley 1|100
05/20/2014|Farley 2|100
05/20/2014|Fermi 2|100
05/20/2014|FitzPatrick|100
05/20/2014|Fort Calhoun|100
05/20/2014|Ginna|0
05/20/2014|Grand Gulf 1|100
05/20/2014|Harris 1|0
05/20/2014|Hatch 1|100
05/20/2014|Hatch 2|100
05/20/2014|Hope Creek 1|100
05/20/2014|Indian Point 2|100
05/20/2014|Indian Point 3|100
05/20/2014|La Salle 1|100
05/20/2014|La Salle 2|100
05/20/2014|Limerick 1|100
05/20/2014|Limerick 2|100
05/20/2014|McGuire 1|100
05/20/2014|McGuire 2|100
05/20/2014|Millstone 2|100
05/20/2014|Millstone 3|98
05/20/2014|Monticello|88
05/20/2014|Nine Mile Point 1|100
05/20/2014|Nine Mile Point 2|65
05/20/2014|North Anna 1|100
05/20/2014|North Anna 2|100
05/20/2014|Oconee 1|100
05/20/2014|Oconee 2|100
05/20/2014|Oconee 3|100
05/20/2014|Oyster Creek|100
05/20/2014|Palisades|100
05/20/2014|Palo Verde 1|100
05/20/2014|Palo Verde 2|100
05/20/2014|Palo Verde 3|100
05/20/2014|Peach Bottom 2|100
05/20/2014|Peach Bottom 3|100
05/20/2014|Perry 1|82
