#collected from http://www.nrc.gov/reading-rm/doc-collections/event-status/reactor-status/PowerReactorStatusForLast365Days.txt on 8/30/2014
ReportDt|Unit|Power
10/15/2013|Arkansas Nuclear 1|100
10/15/2013|Arkansas Nuclear 2|100
10/15/2013|Beaver Valley 1|0
10/15/2013|Beaver Valley 2|100
10/15/2013|Braidwood 1|100
10/15/2013|Braidwood 2|100
10/15/2013|Browns Ferry 1|100
10/15/2013|Browns Ferry 2|100
10/15/2013|Browns Ferry 3|100
10/15/2013|Brunswick 1|100
10/15/2013|Brunswick 2|100
10/15/2013|Byron 1|100
10/15/2013|Byron 2|100
10/15/2013|Callaway|100
10/15/2013|Calvert Cliffs 1|100
10/15/2013|Calvert Cliffs 2|100
10/15/2013|Catawba 1|99
10/15/2013|Catawba 2|0
10/15/2013|Clinton|0
10/15/2013|Columbia Generating Station|100
10/15/2013|Comanche Peak 1|100
10/15/2013|Comanche Peak 2|100
10/15/2013|Cooper|100
10/15/2013|D.C. Cook 1|100
10/15/2013|D.C. Cook 2|0
10/15/2013|Davis-Besse|100
10/15/2013|Diablo Canyon 1|50
10/15/2013|Diablo Canyon 2|100
10/15/2013|Dresden 2|98
10/15/2013|Dresden 3|100
10/15/2013|Duane Arnold|100
10/15/2013|Farley 1|0
10/15/2013|Farley 2|100
10/15/2013|Fermi 2|100
10/15/2013|FitzPatrick|100
10/15/2013|Fort Calhoun|0
10/15/2013|Ginna|100
10/15/2013|Grand Gulf 1|81
10/15/2013|Harris 1|100
10/15/2013|Hatch 1|100
10/15/2013|Hatch 2|100
10/15/2013|Hope Creek 1|0
10/15/2013|Indian Point 2|100
10/15/2013|Indian Point 3|100
10/15/2013|La Salle 1|100
10/15/2013|La Salle 2|100
10/15/2013|Limerick 1|100
10/15/2013|Limerick 2|100
10/15/2013|McGuire 1|100
10/15/2013|McGuire 2|100
10/15/2013|Millstone 2|100
10/15/2013|Millstone 3|100
10/15/2013|Monticello|100
10/15/2013|Nine Mile Point 1|100
10/15/2013|Nine Mile Point 2|100
10/15/2013|North Anna 1|74
10/15/2013|North Anna 2|100
10/15/2013|Oconee 1|100
10/15/2013|Oconee 2|0
10/15/2013|Oconee 3|100
10/15/2013|Oyster Creek|100
10/15/2013|Palisades|100
10/15/2013|Palo Verde 1|100
10/15/2013|Palo Verde 2|100
10/15/2013|Palo Verde 3|0
10/15/2013|Peach Bottom 2|100
10/15/2013|Peach Bottom 3|0
10/15/2013|Perry 1|100
10/15/2013|Pilgrim 1|0
10/15/2013|Point Beach 1|100
10/15/2013|Point Beach 2|100
10/15/2013|Prairie Island 1|100
10/15/2013|Prairie Island 2|0
10/15/2013|Quad Cities 1|87
10/15/2013|Quad Cities 2|100
10/15/2013|River Bend 1|100
10/15/2013|Robinson 2|0
10/15/2013|Saint Lucie 1|0
10/15/2013|Saint Lucie 2|100
10/15/2013|Salem 1|100
10/15/2013|Salem 2|85
10/15/2013|Seabrook 1|100
10/15/2013|Sequoyah 1|0
10/15/2013|Sequoyah 2|100
10/15/2013|South Texas 1|0
10/15/2013|South Texas 2|100
10/15/2013|Summer|100
10/15/2013|Surry 1|93
10/15/2013|Surry 2|100
10/15/2013|Susquehanna 1|100
10/15/2013|Susquehanna 2|100
10/15/2013|Three Mile Island 1|100
10/15/2013|Turkey Point 3|100
10/15/2013|Turkey Point 4|100
10/15/2013|Vermont Yankee|100
10/15/2013|Vogtle 1|100
10/15/2013|Vogtle 2|100
10/15/2013|Waterford 3|100
10/15/2013|Watts Bar 1|100
10/15/2013|Wolf Creek 1|100
10/14/2013|Arkansas Nuclear 1|100
10/14/2013|Arkansas Nuclear 2|100
10/14/2013|Beaver Valley 1|0
10/14/2013|Beaver Valley 2|100
10/14/2013|Braidwood 1|100
10/14/2013|Braidwood 2|100
10/14/2013|Browns Ferry 1|100
10/14/2013|Browns Ferry 2|100
10/14/2013|Browns Ferry 3|100
10/14/2013|Brunswick 1|100
10/14/2013|Brunswick 2|100
10/14/2013|Byron 1|100
10/14/2013|Byron 2|100
10/14/2013|Callaway|100
10/14/2013|Calvert Cliffs 1|100
10/14/2013|Calvert Cliffs 2|100
10/14/2013|Catawba 1|100
10/14/2013|Catawba 2|0
10/14/2013|Clinton|0
10/14/2013|Columbia Generating Station|100
10/14/2013|Comanche Peak 1|100
10/14/2013|Comanche Peak 2|100
10/14/2013|Cooper|100
10/14/2013|D.C. Cook 1|100
10/14/2013|D.C. Cook 2|0
10/14/2013|Davis-Besse|100
10/14/2013|Diablo Canyon 1|100
10/14/2013|Diablo Canyon 2|100
10/14/2013|Dresden 2|98
10/14/2013|Dresden 3|100
10/14/2013|Duane Arnold|100
10/14/2013|Farley 1|0
10/14/2013|Farley 2|100
10/14/2013|Fermi 2|100
10/14/2013|FitzPatrick|100
10/14/2013|Fort Calhoun|0
10/14/2013|Ginna|100
10/14/2013|Grand Gulf 1|85
10/14/2013|Harris 1|100
10/14/2013|Hatch 1|100
10/14/2013|Hatch 2|100
10/14/2013|Hope Creek 1|0
10/14/2013|Indian Point 2|100
10/14/2013|Indian Point 3|100
10/14/2013|La Salle 1|100
10/14/2013|La Salle 2|100
10/14/2013|Limerick 1|100
10/14/2013|Limerick 2|100
10/14/2013|McGuire 1|100
10/14/2013|McGuire 2|100
10/14/2013|Millstone 2|100
10/14/2013|Millstone 3|100
10/14/2013|Monticello|100
10/14/2013|Nine Mile Point 1|100
10/14/2013|Nine Mile Point 2|100
10/14/2013|North Anna 1|52
10/14/2013|North Anna 2|100
10/14/2013|Oconee 1|100
10/14/2013|Oconee 2|0
10/14/2013|Oconee 3|100
10/14/2013|Oyster Creek|100
10/14/2013|Palisades|100
10/14/2013|Palo Verde 1|100
10/14/2013|Palo Verde 2|100
10/14/2013|Palo Verde 3|0
10/14/2013|Peach Bottom 2|100
10/14/2013|Peach Bottom 3|0
10/14/2013|Perry 1|100
10/14/2013|Pilgrim 1|100
10/14/2013|Point Beach 1|100
10/14/2013|Point Beach 2|100
10/14/2013|Prairie Island 1|100
10/14/2013|Prairie Island 2|0
10/14/2013|Quad Cities 1|100
10/14/2013|Quad Cities 2|100
10/14/2013|River Bend 1|100
10/14/2013|Robinson 2|0
10/14/2013|Saint Lucie 1|0
10/14/2013|Saint Lucie 2|100
10/14/2013|Salem 1|100
10/14/2013|Salem 2|100
10/14/2013|Seabrook 1|100
10/14/2013|Sequoyah 1|0
10/14/2013|Sequoyah 2|100
10/14/2013|South Texas 1|0
10/14/2013|South Texas 2|100
10/14/2013|Summer|100
10/14/2013|Surry 1|94
10/14/2013|Surry 2|100
10/14/2013|Susquehanna 1|100
10/14/2013|Susquehanna 2|100
10/14/2013|Three Mile Island 1|100
10/14/2013|Turkey Point 3|100
10/14/2013|Turkey Point 4|100
10/14/2013|Vermont Yankee|100
10/14/2013|Vogtle 1|100
10/14/2013|Vogtle 2|100
10/14/2013|Waterford 3|100
10/14/2013|Watts Bar 1|100
10/14/2013|Wolf Creek 1|100
10/13/2013|Arkansas Nuclear 1|100
10/13/2013|Arkansas Nuclear 2|100
10/13/2013|Beaver Valley 1|0
10/13/2013|Beaver Valley 2|100
10/13/2013|Braidwood 1|100
10/13/2013|Braidwood 2|100
10/13/2013|Browns Ferry 1|100
10/13/2013|Browns Ferry 2|100
10/13/2013|Browns Ferry 3|100
10/13/2013|Brunswick 1|100
10/13/2013|Brunswick 2|100
10/13/2013|Byron 1|100
10/13/2013|Byron 2|100
10/13/2013|Callaway|100
10/13/2013|Calvert Cliffs 1|100
10/13/2013|Calvert Cliffs 2|100
10/13/2013|Catawba 1|100
10/13/2013|Catawba 2|0
10/13/2013|Clinton|0
10/13/2013|Columbia Generating Station|100
10/13/2013|Comanche Peak 1|100
10/13/2013|Comanche Peak 2|100
10/13/2013|Cooper|100
10/13/2013|D.C. Cook 1|100
10/13/2013|D.C. Cook 2|0
10/13/2013|Davis-Besse|100
10/13/2013|Diablo Canyon 1|100
10/13/2013|Diablo Canyon 2|100
10/13/2013|Dresden 2|98
10/13/2013|Dresden 3|100
10/13/2013|Duane Arnold|100
10/13/2013|Farley 1|0
10/13/2013|Farley 2|100
10/13/2013|Fermi 2|100
10/13/2013|FitzPatrick|100
10/13/2013|Fort Calhoun|0
10/13/2013|Ginna|100
10/13/2013|Grand Gulf 1|18
10/13/2013|Harris 1|100
10/13/2013|Hatch 1|100
10/13/2013|Hatch 2|100
10/13/2013|Hope Creek 1|0
10/13/2013|Indian Point 2|100
10/13/2013|Indian Point 3|100
10/13/2013|La Salle 1|100
10/13/2013|La Salle 2|100
10/13/2013|Limerick 1|100
10/13/2013|Limerick 2|100
10/13/2013|McGuire 1|100
10/13/2013|McGuire 2|100
10/13/2013|Millstone 2|100
10/13/2013|Millstone 3|100
10/13/2013|Monticello|100
10/13/2013|Nine Mile Point 1|100
10/13/2013|Nine Mile Point 2|100
10/13/2013|North Anna 1|0
10/13/2013|North Anna 2|100
10/13/2013|Oconee 1|100
10/13/2013|Oconee 2|0
10/13/2013|Oconee 3|100
10/13/2013|Oyster Creek|100
10/13/2013|Palisades|100
10/13/2013|Palo Verde 1|100
10/13/2013|Palo Verde 2|100
10/13/2013|Palo Verde 3|0
10/13/2013|Peach Bottom 2|100
10/13/2013|Peach Bottom 3|0
10/13/2013|Perry 1|100
10/13/2013|Pilgrim 1|100
10/13/2013|Point Beach 1|100
10/13/2013|Point Beach 2|100
10/13/2013|Prairie Island 1|100
10/13/2013|Prairie Island 2|0
10/13/2013|Quad Cities 1|87
10/13/2013|Quad Cities 2|100
10/13/2013|River Bend 1|100
10/13/2013|Robinson 2|0
10/13/2013|Saint Lucie 1|0
10/13/2013|Saint Lucie 2|100
10/13/2013|Salem 1|100
10/13/2013|Salem 2|100
10/13/2013|Seabrook 1|100
10/13/2013|Sequoyah 1|75
10/13/2013|Sequoyah 2|100
10/13/2013|South Texas 1|0
10/13/2013|South Texas 2|100
10/13/2013|Summer|100
10/13/2013|Surry 1|94
10/13/2013|Surry 2|100
10/13/2013|Susquehanna 1|100
10/13/2013|Susquehanna 2|100
10/13/2013|Three Mile Island 1|100
10/13/2013|Turkey Point 3|100
10/13/2013|Turkey Point 4|100
10/13/2013|Vermont Yankee|100
10/13/2013|Vogtle 1|100
10/13/2013|Vogtle 2|100
10/13/2013|Waterford 3|100
10/13/2013|Watts Bar 1|100
10/13/2013|Wolf Creek 1|100
10/12/2013|Arkansas Nuclear 1|100
10/12/2013|Arkansas Nuclear 2|100
10/12/2013|Beaver Valley 1|0
10/12/2013|Beaver Valley 2|100
10/12/2013|Braidwood 1|100
10/12/2013|Braidwood 2|100
10/12/2013|Browns Ferry 1|100
10/12/2013|Browns Ferry 2|100
10/12/2013|Browns Ferry 3|100
10/12/2013|Brunswick 1|100
10/12/2013|Brunswick 2|100
10/12/2013|Byron 1|100
10/12/2013|Byron 2|100
10/12/2013|Callaway|100
10/12/2013|Calvert Cliffs 1|100
10/12/2013|Calvert Cliffs 2|100
10/12/2013|Catawba 1|100
10/12/2013|Catawba 2|0
10/12/2013|Clinton|0
10/12/2013|Columbia Generating Station|100
10/12/2013|Comanche Peak 1|100
10/12/2013|Comanche Peak 2|100
10/12/2013|Cooper|100
10/12/2013|D.C. Cook 1|100
10/12/2013|D.C. Cook 2|0
10/12/2013|Davis-Besse|97
10/12/2013|Diablo Canyon 1|100
10/12/2013|Diablo Canyon 2|100
10/12/2013|Dresden 2|98
10/12/2013|Dresden 3|100
10/12/2013|Duane Arnold|100
10/12/2013|Farley 1|0
10/12/2013|Farley 2|100
10/12/2013|Fermi 2|100
10/12/2013|FitzPatrick|100
10/12/2013|Fort Calhoun|0
10/12/2013|Ginna|100
10/12/2013|Grand Gulf 1|0
10/12/2013|Harris 1|100
10/12/2013|Hatch 1|100
10/12/2013|Hatch 2|100
10/12/2013|Hope Creek 1|0
10/12/2013|Indian Point 2|100
10/12/2013|Indian Point 3|100
10/12/2013|La Salle 1|100
10/12/2013|La Salle 2|100
10/12/2013|Limerick 1|100
10/12/2013|Limerick 2|100
10/12/2013|McGuire 1|100
10/12/2013|McGuire 2|100
10/12/2013|Millstone 2|100
10/12/2013|Millstone 3|100
10/12/2013|Monticello|100
10/12/2013|Nine Mile Point 1|100
10/12/2013|Nine Mile Point 2|100
10/12/2013|North Anna 1|0
10/12/2013|North Anna 2|100
10/12/2013|Oconee 1|100
10/12/2013|Oconee 2|0
10/12/2013|Oconee 3|100
10/12/2013|Oyster Creek|100
10/12/2013|Palisades|100
10/12/2013|Palo Verde 1|100
10/12/2013|Palo Verde 2|100
10/12/2013|Palo Verde 3|0
10/12/2013|Peach Bottom 2|100
10/12/2013|Peach Bottom 3|0
10/12/2013|Perry 1|100
10/12/2013|Pilgrim 1|100
10/12/2013|Point Beach 1|100
10/12/2013|Point Beach 2|100
10/12/2013|Prairie Island 1|100
10/12/2013|Prairie Island 2|0
10/12/2013|Quad Cities 1|100
10/12/2013|Quad Cities 2|100
10/12/2013|River Bend 1|100
10/12/2013|Robinson 2|0
10/12/2013|Saint Lucie 1|0
10/12/2013|Saint Lucie 2|100
10/12/2013|Salem 1|100
10/12/2013|Salem 2|100
10/12/2013|Seabrook 1|100
10/12/2013|Sequoyah 1|75
10/12/2013|Sequoyah 2|100
10/12/2013|South Texas 1|0
10/12/2013|South Texas 2|100
10/12/2013|Summer|100
10/12/2013|Surry 1|96
10/12/2013|Surry 2|100
10/12/2013|Susquehanna 1|100
10/12/2013|Susquehanna 2|100
10/12/2013|Three Mile Island 1|100
10/12/2013|Turkey Point 3|100
10/12/2013|Turkey Point 4|100
10/12/2013|Vermont Yankee|100
10/12/2013|Vogtle 1|100
10/12/2013|Vogtle 2|100
10/12/2013|Waterford 3|100
10/12/2013|Watts Bar 1|100
10/12/2013|Wolf Creek 1|100
10/11/2013|Arkansas Nuclear 1|100
10/11/2013|Arkansas Nuclear 2|100
10/11/2013|Beaver Valley 1|0
10/11/2013|Beaver Valley 2|100
10/11/2013|Braidwood 1|100
10/11/2013|Braidwood 2|100
10/11/2013|Browns Ferry 1|100
10/11/2013|Browns Ferry 2|100
10/11/2013|Browns Ferry 3|100
10/11/2013|Brunswick 1|100
10/11/2013|Brunswick 2|100
10/11/2013|Byron 1|100
10/11/2013|Byron 2|100
10/11/2013|Callaway|100
10/11/2013|Calvert Cliffs 1|100
10/11/2013|Calvert Cliffs 2|100
10/11/2013|Catawba 1|100
10/11/2013|Catawba 2|0
10/11/2013|Clinton|0
10/11/2013|Columbia Generating Station|100
10/11/2013|Comanche Peak 1|100
10/11/2013|Comanche Peak 2|100
10/11/2013|Cooper|100
10/11/2013|D.C. Cook 1|100
10/11/2013|D.C. Cook 2|0
10/11/2013|Davis-Besse|100
10/11/2013|Diablo Canyon 1|100
10/11/2013|Diablo Canyon 2|100
10/11/2013|Dresden 2|99
10/11/2013|Dresden 3|100
10/11/2013|Duane Arnold|100
10/11/2013|Farley 1|0
10/11/2013|Farley 2|100
10/11/2013|Fermi 2|100
10/11/2013|FitzPatrick|100
10/11/2013|Fort Calhoun|0
10/11/2013|Ginna|100
10/11/2013|Grand Gulf 1|0
10/11/2013|Harris 1|100
10/11/2013|Hatch 1|100
10/11/2013|Hatch 2|100
10/11/2013|Hope Creek 1|98
10/11/2013|Indian Point 2|100
10/11/2013|Indian Point 3|100
10/11/2013|La Salle 1|100
10/11/2013|La Salle 2|100
10/11/2013|Limerick 1|100
10/11/2013|Limerick 2|100
10/11/2013|McGuire 1|100
10/11/2013|McGuire 2|100
10/11/2013|Millstone 2|100
10/11/2013|Millstone 3|100
10/11/2013|Monticello|100
10/11/2013|Nine Mile Point 1|100
10/11/2013|Nine Mile Point 2|100
10/11/2013|North Anna 1|29
10/11/2013|North Anna 2|100
10/11/2013|Oconee 1|100
10/11/2013|Oconee 2|94
10/11/2013|Oconee 3|100
10/11/2013|Oyster Creek|100
10/11/2013|Palisades|100
10/11/2013|Palo Verde 1|100
10/11/2013|Palo Verde 2|100
10/11/2013|Palo Verde 3|0
10/11/2013|Peach Bottom 2|100
10/11/2013|Peach Bottom 3|0
10/11/2013|Perry 1|100
10/11/2013|Pilgrim 1|100
10/11/2013|Point Beach 1|100
10/11/2013|Point Beach 2|100
10/11/2013|Prairie Island 1|100
10/11/2013|Prairie Island 2|0
10/11/2013|Quad Cities 1|100
10/11/2013|Quad Cities 2|100
10/11/2013|River Bend 1|100
10/11/2013|Robinson 2|0
10/11/2013|Saint Lucie 1|0
10/11/2013|Saint Lucie 2|100
10/11/2013|Salem 1|100
10/11/2013|Salem 2|100
10/11/2013|Seabrook 1|100
10/11/2013|Sequoyah 1|75
10/11/2013|Sequoyah 2|100
10/11/2013|South Texas 1|0
10/11/2013|South Texas 2|100
10/11/2013|Summer|100
10/11/2013|Surry 1|96
10/11/2013|Surry 2|100
10/11/2013|Susquehanna 1|100
10/11/2013|Susquehanna 2|100
10/11/2013|Three Mile Island 1|100
10/11/2013|Turkey Point 3|100
10/11/2013|Turkey Point 4|100
10/11/2013|Vermont Yankee|100
10/11/2013|Vogtle 1|100
10/11/2013|Vogtle 2|100
10/11/2013|Waterford 3|100
10/11/2013|Watts Bar 1|100
10/11/2013|Wolf Creek 1|100
10/10/2013|Arkansas Nuclear 1|100
10/10/2013|Arkansas Nuclear 2|100
10/10/2013|Beaver Valley 1|0
10/10/2013|Beaver Valley 2|100
10/10/2013|Braidwood 1|100
10/10/2013|Braidwood 2|100
10/10/2013|Browns Ferry 1|100
10/10/2013|Browns Ferry 2|100
10/10/2013|Browns Ferry 3|100
10/10/2013|Brunswick 1|100
10/10/2013|Brunswick 2|100
10/10/2013|Byron 1|100
10/10/2013|Byron 2|100
10/10/2013|Callaway|100
10/10/2013|Calvert Cliffs 1|100
10/10/2013|Calvert Cliffs 2|100
10/10/2013|Catawba 1|100
10/10/2013|Catawba 2|0
10/10/2013|Clinton|0
10/10/2013|Columbia Generating Station|100
10/10/2013|Comanche Peak 1|100
10/10/2013|Comanche Peak 2|100
10/10/2013|Cooper|100
10/10/2013|D.C. Cook 1|100
10/10/2013|D.C. Cook 2|0
10/10/2013|Davis-Besse|100
10/10/2013|Diablo Canyon 1|100
10/10/2013|Diablo Canyon 2|100
10/10/2013|Dresden 2|99
10/10/2013|Dresden 3|100
10/10/2013|Duane Arnold|100
10/10/2013|Farley 1|0
10/10/2013|Farley 2|100
10/10/2013|Fermi 2|100
10/10/2013|FitzPatrick|100
10/10/2013|Fort Calhoun|0
10/10/2013|Ginna|100
10/10/2013|Grand Gulf 1|20
10/10/2013|Harris 1|100
10/10/2013|Hatch 1|100
10/10/2013|Hatch 2|100
10/10/2013|Hope Creek 1|99
10/10/2013|Indian Point 2|100
10/10/2013|Indian Point 3|100
10/10/2013|La Salle 1|100
10/10/2013|La Salle 2|100
10/10/2013|Limerick 1|100
10/10/2013|Limerick 2|100
10/10/2013|McGuire 1|100
10/10/2013|McGuire 2|100
10/10/2013|Millstone 2|100
10/10/2013|Millstone 3|100
10/10/2013|Monticello|100
10/10/2013|Nine Mile Point 1|100
10/10/2013|Nine Mile Point 2|100
10/10/2013|North Anna 1|0
10/10/2013|North Anna 2|100
10/10/2013|Oconee 1|100
10/10/2013|Oconee 2|96
10/10/2013|Oconee 3|100
10/10/2013|Oyster Creek|98
10/10/2013|Palisades|100
10/10/2013|Palo Verde 1|100
10/10/2013|Palo Verde 2|100
10/10/2013|Palo Verde 3|0
10/10/2013|Peach Bottom 2|100
10/10/2013|Peach Bottom 3|0
10/10/2013|Perry 1|100
10/10/2013|Pilgrim 1|100
10/10/2013|Point Beach 1|100
10/10/2013|Point Beach 2|100
10/10/2013|Prairie Island 1|100
10/10/2013|Prairie Island 2|0
10/10/2013|Quad Cities 1|100
10/10/2013|Quad Cities 2|100
10/10/2013|River Bend 1|100
10/10/2013|Robinson 2|0
10/10/2013|Saint Lucie 1|0
10/10/2013|Saint Lucie 2|100
10/10/2013|Salem 1|100
10/10/2013|Salem 2|100
10/10/2013|Seabrook 1|100
10/10/2013|Sequoyah 1|76
10/10/2013|Sequoyah 2|100
10/10/2013|South Texas 1|0
10/10/2013|South Texas 2|100
10/10/2013|Summer|100
10/10/2013|Surry 1|97
10/10/2013|Surry 2|100
10/10/2013|Susquehanna 1|100
10/10/2013|Susquehanna 2|100
10/10/2013|Three Mile Island 1|100
10/10/2013|Turkey Point 3|100
10/10/2013|Turkey Point 4|100
10/10/2013|Vermont Yankee|100
10/10/2013|Vogtle 1|100
10/10/2013|Vogtle 2|100
10/10/2013|Waterford 3|100
10/10/2013|Watts Bar 1|100
10/10/2013|Wolf Creek 1|100
10/09/2013|Arkansas Nuclear 1|100
10/09/2013|Arkansas Nuclear 2|100
10/09/2013|Beaver Valley 1|0
10/09/2013|Beaver Valley 2|100
10/09/2013|Braidwood 1|100
10/09/2013|Braidwood 2|100
10/09/2013|Browns Ferry 1|100
10/09/2013|Browns Ferry 2|100
10/09/2013|Browns Ferry 3|100
10/09/2013|Brunswick 1|100
10/09/2013|Brunswick 2|100
10/09/2013|Byron 1|100
10/09/2013|Byron 2|100
10/09/2013|Callaway|100
10/09/2013|Calvert Cliffs 1|100
10/09/2013|Calvert Cliffs 2|100
10/09/2013|Catawba 1|100
10/09/2013|Catawba 2|0
10/09/2013|Clinton|0
10/09/2013|Columbia Generating Station|100
10/09/2013|Comanche Peak 1|100
10/09/2013|Comanche Peak 2|100
10/09/2013|Cooper|100
10/09/2013|D.C. Cook 1|100
10/09/2013|D.C. Cook 2|0
10/09/2013|Davis-Besse|100
10/09/2013|Diablo Canyon 1|100
10/09/2013|Diablo Canyon 2|100
10/09/2013|Dresden 2|100
10/09/2013|Dresden 3|100
10/09/2013|Duane Arnold|100
10/09/2013|Farley 1|0
10/09/2013|Farley 2|100
10/09/2013|Fermi 2|100
10/09/2013|FitzPatrick|100
10/09/2013|Fort Calhoun|0
10/09/2013|Ginna|100
10/09/2013|Grand Gulf 1|1
10/09/2013|Harris 1|100
10/09/2013|Hatch 1|100
10/09/2013|Hatch 2|100
10/09/2013|Hope Creek 1|100
10/09/2013|Indian Point 2|100
10/09/2013|Indian Point 3|100
10/09/2013|La Salle 1|100
10/09/2013|La Salle 2|100
10/09/2013|Limerick 1|100
10/09/2013|Limerick 2|100
10/09/2013|McGuire 1|100
10/09/2013|McGuire 2|100
10/09/2013|Millstone 2|100
10/09/2013|Millstone 3|100
10/09/2013|Monticello|100
10/09/2013|Nine Mile Point 1|100
10/09/2013|Nine Mile Point 2|100
10/09/2013|North Anna 1|0
10/09/2013|North Anna 2|100
10/09/2013|Oconee 1|100
10/09/2013|Oconee 2|96
10/09/2013|Oconee 3|100
10/09/2013|Oyster Creek|62
10/09/2013|Palisades|100
10/09/2013|Palo Verde 1|100
10/09/2013|Palo Verde 2|100
10/09/2013|Palo Verde 3|0
10/09/2013|Peach Bottom 2|100
10/09/2013|Peach Bottom 3|0
10/09/2013|Perry 1|100
10/09/2013|Pilgrim 1|100
10/09/2013|Point Beach 1|100
10/09/2013|Point Beach 2|100
10/09/2013|Prairie Island 1|100
10/09/2013|Prairie Island 2|0
10/09/2013|Quad Cities 1|100
10/09/2013|Quad Cities 2|100
10/09/2013|River Bend 1|100
10/09/2013|Robinson 2|0
10/09/2013|Saint Lucie 1|0
10/09/2013|Saint Lucie 2|100
10/09/2013|Salem 1|100
10/09/2013|Salem 2|100
10/09/2013|Seabrook 1|100
10/09/2013|Sequoyah 1|78
10/09/2013|Sequoyah 2|100
10/09/2013|South Texas 1|0
10/09/2013|South Texas 2|100
10/09/2013|Summer|100
10/09/2013|Surry 1|98
10/09/2013|Surry 2|100
10/09/2013|Susquehanna 1|100
10/09/2013|Susquehanna 2|100
10/09/2013|Three Mile Island 1|100
10/09/2013|Turkey Point 3|100
10/09/2013|Turkey Point 4|100
10/09/2013|Vermont Yankee|100
10/09/2013|Vogtle 1|100
10/09/2013|Vogtle 2|100
10/09/2013|Waterford 3|100
10/09/2013|Watts Bar 1|100
10/09/2013|Wolf Creek 1|100
10/08/2013|Arkansas Nuclear 1|100
10/08/2013|Arkansas Nuclear 2|100
10/08/2013|Beaver Valley 1|0
10/08/2013|Beaver Valley 2|100
10/08/2013|Braidwood 1|100
10/08/2013|Braidwood 2|100
10/08/2013|Browns Ferry 1|100
10/08/2013|Browns Ferry 2|100
10/08/2013|Browns Ferry 3|100
10/08/2013|Brunswick 1|100
10/08/2013|Brunswick 2|100
10/08/2013|Byron 1|100
10/08/2013|Byron 2|100
10/08/2013|Callaway|100
10/08/2013|Calvert Cliffs 1|100
10/08/2013|Calvert Cliffs 2|100
10/08/2013|Catawba 1|100
10/08/2013|Catawba 2|0
10/08/2013|Clinton|0
10/08/2013|Columbia Generating Station|100
10/08/2013|Comanche Peak 1|100
10/08/2013|Comanche Peak 2|100
10/08/2013|Cooper|100
10/08/2013|D.C. Cook 1|100
10/08/2013|D.C. Cook 2|0
10/08/2013|Davis-Besse|100
10/08/2013|Diablo Canyon 1|100
10/08/2013|Diablo Canyon 2|100
10/08/2013|Dresden 2|100
10/08/2013|Dresden 3|100
10/08/2013|Duane Arnold|100
10/08/2013|Farley 1|0
10/08/2013|Farley 2|100
10/08/2013|Fermi 2|100
10/08/2013|FitzPatrick|100
10/08/2013|Fort Calhoun|0
10/08/2013|Ginna|100
10/08/2013|Grand Gulf 1|0
10/08/2013|Harris 1|100
10/08/2013|Hatch 1|90
10/08/2013|Hatch 2|100
10/08/2013|Hope Creek 1|100
10/08/2013|Indian Point 2|100
10/08/2013|Indian Point 3|100
10/08/2013|La Salle 1|100
10/08/2013|La Salle 2|100
10/08/2013|Limerick 1|100
10/08/2013|Limerick 2|100
10/08/2013|McGuire 1|100
10/08/2013|McGuire 2|100
10/08/2013|Millstone 2|100
10/08/2013|Millstone 3|100
10/08/2013|Monticello|100
10/08/2013|Nine Mile Point 1|100
10/08/2013|Nine Mile Point 2|100
10/08/2013|North Anna 1|0
10/08/2013|North Anna 2|100
10/08/2013|Oconee 1|100
10/08/2013|Oconee 2|97
10/08/2013|Oconee 3|100
10/08/2013|Oyster Creek|8
10/08/2013|Palisades|100
10/08/2013|Palo Verde 1|100
10/08/2013|Palo Verde 2|100
10/08/2013|Palo Verde 3|0
10/08/2013|Peach Bottom 2|100
10/08/2013|Peach Bottom 3|0
10/08/2013|Perry 1|100
10/08/2013|Pilgrim 1|100
10/08/2013|Point Beach 1|100
10/08/2013|Point Beach 2|100
10/08/2013|Prairie Island 1|100
10/08/2013|Prairie Island 2|0
10/08/2013|Quad Cities 1|100
10/08/2013|Quad Cities 2|100
10/08/2013|River Bend 1|100
10/08/2013|Robinson 2|0
10/08/2013|Saint Lucie 1|0
10/08/2013|Saint Lucie 2|100
10/08/2013|Salem 1|100
10/08/2013|Salem 2|100
10/08/2013|Seabrook 1|100
10/08/2013|Sequoyah 1|78
10/08/2013|Sequoyah 2|100
10/08/2013|South Texas 1|0
10/08/2013|South Texas 2|100
10/08/2013|Summer|100
10/08/2013|Surry 1|98
10/08/2013|Surry 2|100
10/08/2013|Susquehanna 1|100
10/08/2013|Susquehanna 2|100
10/08/2013|Three Mile Island 1|100
10/08/2013|Turkey Point 3|100
10/08/2013|Turkey Point 4|100
10/08/2013|Vermont Yankee|100
10/08/2013|Vogtle 1|100
10/08/2013|Vogtle 2|100
10/08/2013|Waterford 3|100
10/08/2013|Watts Bar 1|100
10/08/2013|Wolf Creek 1|100
10/07/2013|Arkansas Nuclear 1|97
10/07/2013|Arkansas Nuclear 2|100
10/07/2013|Beaver Valley 1|0
10/07/2013|Beaver Valley 2|100
10/07/2013|Braidwood 1|100
10/07/2013|Braidwood 2|100
10/07/2013|Browns Ferry 1|100
10/07/2013|Browns Ferry 2|100
10/07/2013|Browns Ferry 3|100
10/07/2013|Brunswick 1|100
